																		Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Const Offset	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date	Fixed Date
	Spec	Spec	Spec	Spec	Spec	Spec	Spec	Spec	Spec	Spec	Spec	Forward Rate Levels	Forward Rate Levels	Forward Rate Levels	Vol Levels	Vol Levels	Vol Levels	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	3m -> 3m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	6m	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	1y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y	2y
	Link	Expiry	DataDate	Ccy Y	Wing1 Y	Body Y	Wing2 Y	RV Score CO 1y	RV Score FD 1y	RV Score CO 6m	RV Score FD 6m	Rate w1 Y	Rate Bd Y	Rate w2 Y	Vol w1 Y	Vol Bd Y	Vol w2 Y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y	Beta1	Beta2	R^2	Alpha	Resid	StdErr	Z-Score	3m Slide	SAZ	Beta Consist. R^2	RV Score 6m	RV Score 1y
0	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.2y&bd_spec_y=SWTN.USD.2y&w2_spec_y=SWTN.USD.2y&w1_spec_x2=SWTN.USD.4y&bd_spec_x2=SWTN.USD.4y&w2_spec_x2=SWTN.USD.4y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	2y	4y	NaN	NaN	NaN	NaN	288.736	287.700	327.512	157.079	176.388	184.155	0.345	0.733	0.999	-53.670	1.839	1.622	1.134	-0.109	1.201	0.209	NaN	NaN	0.544	0.548	0.995	-58.345	-0.299	1.242	-0.241	-4.528	3.404	0.052	NaN	NaN	0.386	0.715	0.999	-62.595	4.695	2.124	2.211	-0.924	2.645	0.029	NaN	NaN	0.553	0.563	0.998	-68.769	12.515	2.784	4.495	-4.601	6.148	0.111	NaN	NaN	0.520	0.608	0.996	-73.212	11.375	3.237	3.514	-3.802	4.689	0.577	NaN	NaN	0.323	0.759	0.999	-55.624	1.406	1.666	0.844	N/A	0.844	0.355	NaN	NaN	0.541	0.524	0.993	-39.300	-2.443	1.610	-1.518	N/A	-1.518	0.791	NaN	NaN	0.339	0.768	0.998	-64.691	3.011	2.264	1.330	N/A	1.330	0.157	NaN	NaN	0.530	0.584	0.998	-63.706	7.317	2.726	2.684	N/A	2.684	0.216	NaN	NaN	0.600	0.507	0.997	-58.697	7.080	2.902	2.439	N/A	2.439	0.179	NaN	NaN
1	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.2y&bd_spec_y=SWTN.USD.2y&w2_spec_y=SWTN.USD.2y&w1_spec_x2=SWTN.USD.5y&bd_spec_x2=SWTN.USD.5y&w2_spec_x2=SWTN.USD.5y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	2y	5y	NaN	NaN	NaN	NaN	288.736	287.700	347.959	157.079	176.388	186.699	0.408	0.710	0.998	-79.698	2.753	2.076	1.326	-0.975	1.796	0.242	NaN	NaN	0.627	0.493	0.993	-75.587	-0.350	1.568	-0.223	-6.012	3.611	0.058	NaN	NaN	0.466	0.678	0.998	-89.585	6.606	2.713	2.435	-2.175	3.237	0.032	NaN	NaN	0.647	0.501	0.997	-89.045	15.409	3.337	4.618	-6.326	6.514	0.087	NaN	NaN	0.629	0.536	0.993	-95.207	14.613	4.102	3.562	-5.813	4.979	0.457	NaN	NaN	0.391	0.738	0.998	-84.215	2.332	2.170	1.074	N/A	1.074	0.374	NaN	NaN	0.636	0.448	0.991	-50.083	-2.799	1.886	-1.484	N/A	-1.484	0.835	NaN	NaN	0.431	0.729	0.997	-95.293	4.831	2.937	1.645	N/A	1.645	0.176	NaN	NaN	0.662	0.483	0.997	-81.297	9.727	3.429	2.837	N/A	2.837	0.248	NaN	NaN	0.781	0.346	0.995	-68.389	10.378	3.571	2.906	N/A	2.906	0.191	NaN	NaN
2	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.2y&bd_spec_y=SWTN.USD.2y&w2_spec_y=SWTN.USD.2y&w1_spec_x2=SWTN.USD.7y&bd_spec_x2=SWTN.USD.7y&w2_spec_x2=SWTN.USD.7y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	2y	7y	NaN	NaN	NaN	NaN	288.736	287.700	382.780	157.079	176.388	175.923	0.483	0.727	0.996	-134.959	5.009	2.741	1.827	-2.252	2.649	0.356	NaN	NaN	0.702	0.450	0.991	-97.960	0.127	1.780	0.071	-7.599	4.340	0.054	NaN	NaN	0.565	0.655	0.997	-135.377	9.378	3.249	2.886	-4.075	4.140	0.033	NaN	NaN	0.755	0.441	0.996	-118.041	18.964	3.914	4.845	-8.570	7.035	0.058	NaN	NaN	0.768	0.442	0.989	-122.106	19.010	5.283	3.598	-8.785	5.261	0.551	NaN	NaN	0.481	0.751	0.996	-143.150	4.700	2.952	1.592	N/A	1.592	0.426	NaN	NaN	0.722	0.390	0.991	-67.252	-2.409	1.919	-1.256	N/A	-1.256	0.825	NaN	NaN	0.564	0.684	0.996	-144.777	7.989	3.606	2.215	N/A	2.215	0.187	NaN	NaN	0.813	0.366	0.995	-100.043	12.696	4.134	3.071	N/A	3.071	0.286	NaN	NaN	0.954	0.177	0.994	-69.265	13.929	4.128	3.374	N/A	3.374	0.200	NaN	NaN
3	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.2y&bd_spec_y=SWTN.USD.2y&w2_spec_y=SWTN.USD.2y&w1_spec_x2=SWTN.USD.10y&bd_spec_x2=SWTN.USD.10y&w2_spec_x2=SWTN.USD.10y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	2y	10y	NaN	NaN	NaN	NaN	288.736	287.700	418.261	157.079	176.388	162.791	0.573	0.725	0.994	-189.107	7.956	3.612	2.203	-4.446	3.433	0.531	NaN	NaN	0.755	0.433	0.988	-121.328	0.951	2.049	0.464	-8.982	4.849	0.056	NaN	NaN	0.652	0.635	0.996	-178.119	11.853	3.706	3.199	-6.237	4.882	0.032	NaN	NaN	0.831	0.403	0.995	-142.413	21.492	4.369	4.919	-10.449	7.311	0.045	NaN	NaN	0.875	0.355	0.985	-136.077	22.612	6.298	3.591	-11.443	5.408	0.678	NaN	NaN	0.602	0.722	0.992	-196.161	7.976	3.973	2.008	N/A	2.008	0.564	NaN	NaN	0.779	0.364	0.991	-86.031	-1.799	1.929	-0.932	N/A	-0.932	0.800	NaN	NaN	0.689	0.632	0.994	-186.745	11.129	4.179	2.663	N/A	2.663	0.212	NaN	NaN	0.907	0.291	0.994	-110.402	14.514	4.561	3.182	N/A	3.182	0.335	NaN	NaN	1.029	0.093	0.993	-64.151	15.720	4.353	3.611	N/A	3.611	0.205	NaN	NaN
4	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.3y&bd_spec_y=SWTN.USD.3y&w2_spec_y=SWTN.USD.3y&w1_spec_x2=SWTN.USD.4y&bd_spec_x2=SWTN.USD.4y&w2_spec_x2=SWTN.USD.4y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	3y	4y	NaN	NaN	NaN	NaN	288.736	305.789	327.512	157.079	181.620	184.155	0.122	0.937	1.000	-37.905	1.627	0.981	1.659	-0.284	1.948	0.297	NaN	NaN	0.235	0.816	0.998	-33.305	-0.520	0.734	-0.707	-2.869	3.198	0.054	NaN	NaN	0.153	0.913	1.000	-40.398	3.094	1.186	2.609	-0.940	3.402	0.040	NaN	NaN	0.223	0.849	0.999	-43.015	6.401	1.373	4.662	-2.492	6.477	0.070	NaN	NaN	0.206	0.872	0.999	-44.781	5.580	1.793	3.111	-2.068	4.264	0.354	NaN	NaN	0.114	0.950	0.999	-39.664	1.370	0.994	1.378	N/A	1.378	0.347	NaN	NaN	0.229	0.816	0.998	-26.309	-1.069	0.797	-1.341	N/A	-1.341	0.856	NaN	NaN	0.128	0.945	1.000	-42.754	2.089	1.199	1.742	N/A	1.742	0.117	NaN	NaN	0.221	0.851	0.999	-40.764	3.811	1.534	2.484	N/A	2.484	0.174	NaN	NaN	0.266	0.802	0.999	-37.365	3.606	1.764	2.044	N/A	2.044	0.175	NaN	NaN
5	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.3y&bd_spec_y=SWTN.USD.3y&w2_spec_y=SWTN.USD.3y&w1_spec_x2=SWTN.USD.5y&bd_spec_x2=SWTN.USD.5y&w2_spec_x2=SWTN.USD.5y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	3y	5y	NaN	NaN	NaN	NaN	288.736	305.789	347.959	157.079	181.620	186.699	0.199	0.913	0.999	-71.776	2.704	1.590	1.701	-1.295	2.515	0.335	NaN	NaN	0.350	0.742	0.996	-59.568	-0.646	1.192	-0.542	-4.894	3.564	0.056	NaN	NaN	0.246	0.877	0.999	-75.691	5.252	1.944	2.702	-2.324	3.897	0.038	NaN	NaN	0.355	0.769	0.998	-74.798	10.431	2.217	4.705	-4.822	6.880	0.057	NaN	NaN	0.345	0.789	0.996	-77.940	9.641	3.077	3.133	-4.534	4.607	0.279	NaN	NaN	0.193	0.931	0.999	-75.992	2.394	1.678	1.427	N/A	1.427	0.363	NaN	NaN	0.354	0.720	0.996	-44.378	-1.715	1.247	-1.375	N/A	-1.375	0.853	NaN	NaN	0.225	0.914	0.999	-81.075	3.888	2.071	1.877	N/A	1.877	0.128	NaN	NaN	0.384	0.739	0.998	-68.843	6.667	2.613	2.551	N/A	2.551	0.216	NaN	NaN	0.486	0.621	0.997	-57.838	7.266	2.907	2.500	N/A	2.500	0.180	NaN	NaN
6	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.3y&bd_spec_y=SWTN.USD.3y&w2_spec_y=SWTN.USD.3y&w1_spec_x2=SWTN.USD.7y&bd_spec_x2=SWTN.USD.7y&w2_spec_x2=SWTN.USD.7y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	3y	7y	NaN	NaN	NaN	NaN	288.736	305.789	382.780	157.079	181.620	175.923	0.292	0.941	0.997	-144.083	5.512	2.534	2.175	-2.826	3.290	0.455	NaN	NaN	0.462	0.682	0.992	-93.670	0.055	1.609	0.034	-7.224	4.524	0.052	NaN	NaN	0.369	0.853	0.997	-135.835	8.688	2.791	3.113	-4.665	4.784	0.042	NaN	NaN	0.511	0.690	0.997	-121.473	15.633	3.170	4.932	-8.041	7.469	0.038	NaN	NaN	0.529	0.678	0.990	-121.834	15.448	4.917	3.142	-8.424	4.855	0.457	NaN	NaN	0.299	0.956	0.996	-151.734	5.237	2.784	1.881	N/A	1.881	0.371	NaN	NaN	0.492	0.628	0.995	-72.028	-1.090	1.362	-0.800	N/A	-0.800	0.820	NaN	NaN	0.382	0.869	0.997	-144.412	7.568	3.078	2.459	N/A	2.459	0.137	NaN	NaN	0.591	0.593	0.996	-102.269	10.635	3.804	2.796	N/A	2.796	0.254	NaN	NaN	0.737	0.396	0.994	-70.409	11.999	4.046	2.966	N/A	2.966	0.186	NaN	NaN
7	http://arcemweb/dl/swaprv?expiry=1m&w1_spec_x=SWTN.USD.1y&bd_spec_x=SWTN.USD.1y&w2_spec_x=SWTN.USD.1y&w1_spec_y=SWTN.USD.3y&bd_spec_y=SWTN.USD.3y&w2_spec_y=SWTN.USD.3y&w1_spec_x2=SWTN.USD.10y&bd_spec_x2=SWTN.USD.10y&w2_spec_x2=SWTN.USD.10y&intervals=1m,2m,3m,6m&emph=6m&wgt1x=0&wgt2x=1&wgt3x=0&wgt1y=0&wgt2y=1&wgt3y=0&wgt1x2=0&wgt2x2=1&wgt3x2=0	1m	2008-01-25	USD	1y	3y	10y	NaN	NaN	NaN	NaN	288.736	305.789	418.261	157.079	181.620	162.791	0.404	0.947	0.993	-216.348	9.245	3.758	2.460	-5.558	3.939	0.613	NaN	NaN	0.540	0.657	0.986	-129.362	1.297	2.169	0.598	-9.288	4.880	0.059	NaN	NaN	0.482	0.829	0.996	-191.693	11.895	3.606	3.299	-7.469	5.370	0.040	NaN	NaN	0.625	0.640	0.995	-161.832	19.449	3.978	4.889	-10.849	7.616	0.032	NaN	NaN	0.680	0.570	0.981	-149.239	20.463	6.576	3.112	-12.131	4.956	0.671	NaN	NaN	0.447	0.931	0.991	-222.002	9.271	4.191	2.212	N/A	2.212	0.497	NaN	NaN	0.587	0.582	0.994	-101.558	-0.098	1.507	-0.065	N/A	-0.065	0.796	NaN	NaN	0.537	0.808	0.995	-198.666	11.450	3.995	2.866	N/A	2.866	0.168	NaN	NaN	0.728	0.492	0.994	-123.561	13.253	4.586	2.890	N/A	2.890	0.315	NaN	NaN	0.870	0.265	0.991	-71.148	14.822	4.637	3.196	N/A	3.196	0.195	NaN	NaN
